origin_zone_lat,origin_zone_long,dest_zone_lat,dest_zone_long
45.493689294451094,9.283860449229183,45.502672640251205,9.315935931621802
45.48470594865099,9.386334043421597,45.45326423835061,9.347746106270534
45.45326423835061,9.341343067565221,45.462247584150724,9.367000620308522
45.48470594865099,9.33508115189796,45.48470594865099,9.386334043421597
45.48919762155104,9.347915576040394,45.48470594865099,9.39274065486205
45.44428089255051,9.258075522764704,45.426314200950294,9.277219422456009
45.44877256545056,9.283699657111658,45.45326423835061,9.341343067565221
45.466739257050776,9.232527375102846,45.43978921965046,9.226053960207809
45.48470594865099,9.33508115189796,45.493689294451094,9.219784116140552
45.462247584150724,9.392616855841872,45.44428089255051,9.187653313658823
45.48021427575094,9.335060977156749,45.48919762155104,9.264622985955452
45.48470594865099,9.23898198029114,45.48021427575094,9.296624373031673
45.43978921965046,9.360485656401762,45.44877256545056,9.29650471470605
45.45775591125067,9.283731785121518,45.41733085515019,9.449960361791517
45.48470594865099,9.328674540457504,45.44877256545056,9.341322416286417
45.435297546750405,9.360463491125628,45.44877256545056,9.29650471470605
45.43978921965046,9.360485656401762,45.44877256545056,9.29650471470605
45.52513100475147,9.373730221461418,45.49818096735115,9.341549849188178
45.462247584150724,9.302960031475147,45.47123092995083,9.232539369283455
45.48021427575094,9.367091480594311,45.48919762155104,9.219773129755866
45.45326423835061,9.270909641806766,45.44428089255051,9.2324674467262
45.45326423835061,9.296521796628022,45.45326423835061,9.251700525690824
45.45326423835061,9.29011875792271,45.45326423835061,9.219685332164254
45.462247584150724,9.379808738075196,45.466739257050776,9.347809619862474
45.51614765895137,9.341632698898149,45.50716431315126,9.335182097223386
45.41733085515019,9.283587328633613,45.44428089255051,9.283683598803206
45.47572260285089,9.270984906633268,45.435297546750405,9.290052493369723
45.44428089255051,9.283683598803206,45.45326423835061,9.29011875792271
45.45326423835061,9.270909641806766,45.44877256545056,9.334919887489223
45.45326423835061,9.27731268051208,45.48021427575094,9.270999970281622
45.49818096735115,9.277468404944184,45.466739257050776,9.379832465629038
45.51614765895137,9.328812318705648,45.48021427575094,9.303030473719186
45.48470594865099,9.283828260374321,45.462247584150724,9.277343795941796
45.45326423835061,9.334940028859908,45.45326423835061,9.29011875792271
45.48919762155104,9.251808741326998,45.48919762155104,9.347915576040394
45.47123092995083,9.354235880619012,45.45775591125067,9.360574369929715
45.48021427575094,9.206938963406497,45.47572260285089,9.187712235913523
45.45775591125067,9.347767272461683,45.45326423835061,9.21328229345894
45.51165598605131,9.32238294362856,45.466739257050776,9.379832465629038
45.462247584150724,9.194091030458408,45.462247584150724,9.200495089341745
45.51614765895137,9.328812318705648,45.48021427575094,9.303030473719186
45.45775591125067,9.283731785121518,45.48470594865099,9.39274065486205
45.44877256545056,9.277297128314462,45.44877256545056,9.328517358692027
45.45775591125067,9.290135333855535,45.44877256545056,9.322114829894831
45.51165598605131,9.335202300622083,45.48021427575094,9.303030473719186
45.51614765895137,9.328812318705648,45.48021427575094,9.303030473719186
45.45326423835061,9.232491409574882,45.44877256545056,9.226076897936899
45.44428089255051,9.258075522764704,45.44428089255051,9.270879560783955
45.45326423835061,9.264506603101452,45.45326423835061,9.373358261091791
45.48470594865099,9.258201814612503,45.493689294451094,9.245414649376004
45.44428089255051,9.270879560783955,45.466739257050776,9.341405050709161
45.44428089255051,9.258075522764704,45.45775591125067,9.232503395249386
45.47123092995083,9.187703812475617,45.48021427575094,9.206938963406497
45.48919762155104,9.347915576040394,45.44428089255051,9.290085617812831
45.48470594865099,9.328674540457504,45.51165598605131,9.328792622125322
45.45775591125067,9.232503395249386,45.45775591125067,9.258117590185453
45.44428089255051,9.37971388394759,45.44877256545056,9.232479426734095
45.493689294451094,9.360752048935536,45.426314200950294,9.277219422456009
45.45326423835061,9.251700525690824,45.44877256545056,9.277297128314462
45.435297546750405,9.32205749234968,45.45775591125067,9.309345980057584
45.47572260285089,9.36066316740838,45.48021427575094,9.296624373031673
45.48470594865099,9.283828260374321,45.49818096735115,9.360774282461376
45.466739257050776,9.354214189015787,45.48021427575094,9.328654876469235
45.47123092995083,9.34142572153106,45.48021427575094,9.367091480594311
45.47123092995083,9.37985619879492,45.45775591125067,9.347767272461683
45.47572260285089,9.347851987297648,45.48021427575094,9.29021827234416
45.43978921965046,9.3732886750869,45.44877256545056,9.29650471470605
45.48021427575094,9.296624373031673,45.48470594865099,9.264608426052957
45.45775591125067,9.328556626259633,45.45326423835061,9.251700525690824
45.44877256545056,9.322114829894831,45.45775591125067,9.347767272461683
45.45326423835061,9.29011875792271,45.43978921965046,9.347682637716623
45.48919762155104,9.322287086783488,45.49818096735115,9.18775438300259
45.45775591125067,9.270924687653485,45.493689294451094,9.354344415626674
45.48919762155104,9.35432269835462,45.45326423835061,9.360552183681163
45.45326423835061,9.347746106270534,45.44428089255051,9.283683598803206
45.43978921965046,9.3732886750869,45.44877256545056,9.29650471470605
45.49818096735115,9.379998715734574,45.50716431315126,9.367227932314954
45.43978921965046,9.360485656401762,45.44877256545056,9.29650471470605
45.44877256545056,9.334919887489223,45.45326423835061,9.29011875792271
45.48021427575094,9.270999970281622,45.44877256545056,9.334919887489223
45.47572260285089,9.30941844696546,45.493689294451094,9.219784116140552
45.48470594865099,9.315861317576594,45.49818096735115,9.373590571310174
45.47123092995083,9.206919051107548,45.45326423835061,9.315730912743964
45.48919762155104,9.373544065297299,45.502672640251205,9.380022488230514
45.45326423835061,9.29011875792271,45.466739257050776,9.21971823679622
45.462247584150724,9.29015191370847,45.48919762155104,9.30306571984081
45.47123092995083,9.174893653387663,45.466739257050776,9.270954790022722
45.45326423835061,9.341343067565221,45.462247584150724,9.200495089341745
45.48470594865099,9.354300986219323,45.466739257050776,9.309382204942597
45.466739257050776,9.347809619862474,45.466739257050776,9.341405050709161
45.50716431315126,9.335182097223386,45.50716431315126,9.315954596168446
45.47123092995083,9.354235880619012,45.45775591125067,9.290135333855535
45.44428089255051,9.290085617812831,45.466739257050776,9.251741082562784
45.48021427575094,9.399121984031876,45.48919762155104,9.264622985955452
45.48919762155104,9.341508453726167,45.52513100475147,9.30961808487649
45.45775591125067,9.238906943983404,45.48021427575094,9.251781668219085
45.493689294451094,9.296675715846908,45.48470594865099,9.32226792901705
45.45775591125067,9.283731785121518,45.44877256545056,9.322114829894831
45.48021427575094,9.258187768906597,45.47572260285089,9.341446397242283
45.44428089255051,9.2324674467262,45.45775591125067,9.290135333855535
45.51165598605131,9.341611979118845,45.48021427575094,9.303030473719186
45.51165598605131,9.341611979118845,45.48021427575094,9.303030473719186
45.40834750935008,9.219575818459198,45.43978921965046,9.322076600346346
45.51165598605131,9.341611979118845,45.48021427575094,9.303030473719186
45.48919762155104,9.296658597526584,45.48470594865099,9.354300986219323
45.48021427575094,9.3606853799068,45.466739257050776,9.238931944256159
45.466739257050776,9.283763928329348,45.47572260285089,9.347851987297648
45.48021427575094,9.303030473719186,45.48919762155104,9.335101331411941
45.44877256545056,9.328517358692027,45.47123092995083,9.174893653387663
45.51614765895137,9.341632698898149,45.48021427575094,9.303030473719186
45.48021427575094,9.347873178531774,45.50716431315126,9.32236376318676
45.502672640251205,9.315935931621802,45.48470594865099,9.33508115189796
45.502672640251205,9.315935931621802,45.48470594865099,9.33508115189796
45.47572260285089,9.33504080718692,45.45775591125067,9.405399211067829
45.48919762155104,9.264622985955452,45.45775591125067,9.174871456643238
45.502672640251205,9.315935931621802,45.48470594865099,9.33508115189796
45.49818096735115,9.32232541591498,45.48470594865099,9.33508115189796
45.47123092995083,9.232539369283455,45.48470594865099,9.258201814612503
45.48021427575094,9.296624373031673,45.47572260285089,9.219740186190348
45.48919762155104,9.290251475212356,45.48470594865099,9.367114209100233
45.48470594865099,9.315861317576594,45.51614765895137,9.296761368224395
45.48470594865099,9.315861317576594,45.43978921965046,9.2900690536335
45.45775591125067,9.405399211067829,45.45775591125067,9.405399211067829
45.45775591125067,9.258117590185453,45.51614765895137,9.341632698898149
